,id,relevance
18163,56075,2.33
18164,56076,2.33
18165,56077,3.0
18166,56079,3.0
18167,56082,3.0
18168,56083,2.33
18169,56085,2.33
18170,56086,2.33
18171,56087,2.33
18172,56088,2.33
18173,56091,2.67
18174,56097,3.0
18175,56101,3.0
18176,56104,3.0
18177,56110,2.33
18178,56113,2.0
18179,56116,2.67
18180,56118,2.33
18181,56119,2.0
18182,56121,2.33
18183,56123,2.33
18184,56126,2.33
18185,56137,2.0
18186,56138,2.33
18187,56141,2.67
18188,56145,1.67
18189,56146,2.33
18190,56149,2.33
18191,56152,2.33
18192,56154,3.0
18193,56156,3.0
18194,56157,2.67
18195,56159,3.0
18196,56160,3.0
18197,56161,2.33
18198,56162,2.33
18199,56163,3.0
18200,56166,3.0
18201,56167,3.0
18202,56171,3.0
18203,56172,3.0
18204,56173,2.33
18205,56180,2.33
18206,56181,2.33
18207,56184,2.0
18208,56187,3.0
18209,56191,2.33
18210,56192,2.33
18211,56194,2.33
18212,56197,2.33
18213,56202,3.0
18214,56203,3.0
18215,56207,2.33
18216,56208,3.0
18217,56212,2.0
18218,56213,2.33
18219,56218,2.33
18220,56219,3.0
18221,56222,3.0
18222,56223,3.0
18223,56227,3.0
18224,56230,3.0
18225,56231,3.0
18226,56234,2.33
18227,56239,2.33
18228,56240,2.33
18229,56243,3.0
18230,56246,3.0
18231,56253,2.33
18232,56254,3.0
18233,56256,3.0
18234,56257,2.33
18235,56263,3.0
18236,56265,2.33
18237,56268,3.0
18238,56269,2.33
18239,56271,2.33
18240,56273,2.33
18241,56274,2.67
18242,56277,2.33
18243,56279,3.0
18244,56283,3.0
18245,56284,3.0
18246,56288,2.33
18247,56291,3.0
18248,56294,3.0
18249,56296,3.0
18250,56297,3.0
18251,56298,3.0
18252,56308,3.0
18253,56313,2.67
18254,56314,2.33
18255,56320,2.33
18256,56323,2.33
18257,56325,3.0
18258,56326,3.0
18259,56331,2.33
18260,56333,3.0
18261,56338,2.33
18262,56339,2.33
18263,56343,2.33
18264,56347,2.33
18265,56348,2.67
18266,56349,2.0
18267,56361,2.33
18268,56365,3.0
18269,56367,3.0
18270,56370,3.0
18271,56376,2.33
18272,56378,2.0
18273,56379,2.67
18274,56380,2.33
18275,56381,2.33
18276,56383,2.33
18277,56391,2.33
18278,56397,2.33
18279,56398,3.0
18280,56399,2.33
18281,56402,3.0
18282,56404,3.0
18283,56411,2.33
18284,56414,2.33
18285,56416,3.0
18286,56419,1.67
18287,56420,3.0
18288,56421,3.0
18289,56426,2.0
18290,56429,3.0
18291,56430,2.0
18292,56431,2.33
18293,56433,2.33
18294,56441,2.33
18295,56448,2.33
18296,56449,2.33
18297,56458,2.33
18298,56461,3.0
18299,56465,2.33
18300,56473,2.67
18301,56474,3.0
18302,56475,3.0
18303,56477,2.33
18304,56478,2.67
18305,56479,2.33
18306,56486,2.33
18307,56487,2.33
18308,56496,2.33
18309,56499,3.0
18310,56502,2.33
18311,56503,2.33
18312,56507,2.33
18313,56513,2.33
18314,56517,2.33
18315,56520,2.33
18316,56522,3.0
18317,56523,3.0
18318,56525,3.0
18319,56526,2.33
18320,56530,2.33
18321,56537,2.33
18322,56539,2.33
18323,56544,3.0
18324,56551,2.33
18325,56552,2.33
18326,56555,2.33
18327,56556,3.0
18328,56562,3.0
18329,56563,3.0
18330,56573,3.0
18331,56576,2.67
18332,56579,2.33
18333,56581,3.0
18334,56586,3.0
18335,56589,2.33
18336,56592,3.0
18337,56593,2.33
18338,56595,2.0
18339,56596,2.33
18340,56607,2.67
18341,56608,2.33
18342,56617,2.33
18343,56619,2.33
18344,56623,2.33
18345,56627,3.0
18346,56631,2.33
18347,56632,2.33
18348,56633,2.33
18349,56644,2.33
18350,56645,2.33
18351,56649,3.0
18352,56650,3.0
18353,56661,3.0
18354,56664,3.0
18355,56665,3.0
18356,56670,2.33
18357,56673,2.33
18358,56676,3.0
18359,56678,2.33
18360,56681,2.33
18361,56682,2.33
18362,56683,3.0
18363,56684,2.33
18364,56690,3.0
18365,56693,3.0
18366,56695,2.33
18367,56696,3.0
18368,56697,3.0
18369,56698,3.0
18370,56701,2.33
18371,56705,3.0
18372,56706,3.0
18373,56710,2.33
18374,56712,2.33
18375,56713,3.0
18376,56717,2.33
18377,56720,2.0
18378,56722,2.33
18379,56723,2.33
18380,56727,2.33
18381,56729,2.33
18382,56737,3.0
18383,56738,3.0
18384,56743,2.33
18385,56745,2.33
18386,56749,3.0
18387,56750,2.33
18388,56754,3.0
18389,56762,3.0
18390,56764,3.0
18391,56767,3.0
18392,56774,3.0
18393,56776,2.33
18394,56780,2.33
18395,56782,2.33
18396,56788,2.33
18397,56796,2.33
18398,56804,3.0
18399,56807,2.0
18400,56808,3.0
18401,56811,2.33
18402,56818,2.33
18403,56820,3.0
18404,56822,2.67
18405,56823,2.67
18406,56824,3.0
18407,56826,2.33
18408,56829,2.0
18409,56831,3.0
18410,56838,2.33
18411,56839,2.0
18412,56841,3.0
18413,56843,2.33
18414,56847,3.0
18415,56848,3.0
18416,56850,3.0
18417,56855,3.0
18418,56856,3.0
18419,56867,3.0
18420,56869,2.67
18421,56880,2.33
18422,56883,2.67
18423,56885,3.0
18424,56899,3.0
18425,56901,2.33
18426,56904,3.0
18427,56905,3.0
18428,56908,3.0
18429,56909,3.0
18430,56912,2.33
18431,56913,2.33
18432,56914,2.33
18433,56915,3.0
18434,56916,2.67
18435,56917,3.0
18436,56920,2.33
18437,56921,3.0
18438,56923,3.0
18439,56932,3.0
18440,56933,2.67
18441,56934,2.33
18442,56935,2.33
18443,56936,2.33
18444,56938,2.33
18445,56939,3.0
18446,56941,2.33
18447,56942,2.33
18448,56952,2.33
18449,56956,2.33
18450,56957,2.33
18451,56959,2.67
18452,56965,2.33
18453,56968,3.0
18454,56972,2.0
18455,56974,2.33
18456,56978,2.33
18457,56980,2.33
18458,56981,3.0
18459,56983,2.33
18460,56988,3.0
18461,56989,3.0
18462,56990,2.33
18463,56993,2.33
18464,56995,3.0
18465,56999,2.33
18466,57000,2.33
18467,57002,3.0
18468,57005,2.67
18469,57007,3.0
18470,57008,3.0
18471,57009,3.0
18472,57014,2.33
18473,57018,3.0
18474,57019,3.0
18475,57022,3.0
18476,57031,3.0
18477,57034,3.0
18478,57038,1.67
18479,57039,2.33
18480,57040,3.0
18481,57043,2.33
18482,57044,2.33
18483,57058,2.33
18484,57065,2.33
18485,57067,3.0
18486,57068,2.33
18487,57071,2.33
18488,57073,2.33
18489,57074,3.0
18490,57080,3.0
18491,57083,2.33
18492,57092,2.33
18493,57095,2.33
18494,57106,2.0
18495,57107,3.0
18496,57110,2.33
18497,57111,2.33
18498,57112,2.33
18499,57117,3.0
18500,57121,2.33
18501,57125,2.33
18502,57126,2.33
18503,57130,2.0
18504,57133,3.0
18505,57134,3.0
18506,57137,3.0
18507,57140,3.0
18508,57145,3.0
18509,57149,1.67
18510,57150,2.33
18511,57156,3.0
18512,57158,1.67
18513,57159,2.33
18514,57160,2.0
18515,57161,2.33
18516,57162,3.0
18517,57165,2.33
18518,57167,2.33
18519,57168,2.33
18520,57169,3.0
18521,57171,3.0
18522,57172,2.33
18523,57173,2.33
18524,57178,2.33
18525,57179,2.33
18526,57181,2.33
18527,57182,2.33
18528,57184,3.0
18529,57186,2.67
18530,57187,2.33
18531,57189,3.0
18532,57190,3.0
18533,57199,3.0
18534,57200,3.0
18535,57203,3.0
18536,57211,2.0
18537,57214,3.0
18538,57218,2.33
18539,57220,2.33
18540,57221,2.33
18541,57225,2.33
18542,57226,3.0
18543,57234,2.33
18544,57235,2.67
18545,57237,2.33
18546,57239,2.33
18547,57240,2.33
18548,57243,2.67
18549,57245,2.33
18550,57251,2.33
18551,57253,3.0
18552,57257,3.0
18553,57266,2.0
18554,57273,3.0
18555,57276,2.33
18556,57278,2.33
18557,57286,2.33
18558,57301,3.0
18559,57303,3.0
18560,57304,3.0
18561,57306,2.33
18562,57320,3.0
18563,57328,2.33
18564,57342,3.0
18565,57345,2.33
18566,57347,2.33
18567,57350,3.0
18568,57355,3.0
18569,57359,2.67
18570,57361,3.0
18571,57362,3.0
18572,57364,2.0
18573,57365,3.0
18574,57367,3.0
18575,57373,2.33
18576,57380,2.33
18577,57382,2.33
18578,57383,2.33
18579,57384,2.0
18580,57389,2.33
18581,57390,3.0
18582,57394,3.0
18583,57396,2.33
18584,57398,3.0
18585,57403,2.33
18586,57408,2.33
18587,57434,3.0
18588,57436,3.0
18589,57443,3.0
18590,57444,2.33
18591,57446,2.33
18592,57448,2.33
18593,57450,2.33
18594,57453,2.33
18595,57457,2.0
18596,57463,2.0
18597,57465,3.0
18598,57467,2.33
18599,57472,3.0
18600,57476,3.0
18601,57482,3.0
18602,57484,2.0
18603,57492,2.33
18604,57496,2.67
18605,57499,3.0
18606,57501,3.0
18607,57515,2.33
18608,57521,2.33
18609,57525,2.33
18610,57526,1.67
18611,57527,2.33
18612,57533,2.33
18613,57539,3.0
18614,57547,3.0
18615,57551,2.0
18616,57552,2.33
18617,57555,2.33
18618,57557,2.33
18619,57560,3.0
18620,57561,3.0
18621,57562,2.33
18622,57564,3.0
18623,57566,3.0
18624,57567,3.0
18625,57568,3.0
18626,57569,3.0
18627,57571,2.33
18628,57574,3.0
18629,57576,3.0
18630,57577,2.33
18631,57580,3.0
18632,57582,2.33
18633,57588,2.33
18634,57591,2.33
18635,57594,2.33
18636,57595,2.33
18637,57597,2.33
18638,57603,3.0
18639,57604,2.33
18640,57606,2.67
18641,57609,3.0
18642,57612,3.0
18643,57618,3.0
18644,57619,2.33
18645,57623,3.0
18646,57624,3.0
18647,57625,3.0
18648,57626,2.33
18649,57628,3.0
18650,57633,2.33
18651,57634,2.33
18652,57638,3.0
18653,57644,2.33
18654,57645,2.33
18655,57646,2.0
18656,57652,2.33
18657,57653,2.33
18658,57658,3.0
18659,57661,2.33
18660,57662,2.33
18661,57664,2.33
18662,57668,3.0
18663,57672,2.33
18664,57678,3.0
18665,57679,3.0
18666,57684,2.33
18667,57685,2.33
18668,57692,3.0
18669,57694,2.33
18670,57696,2.33
18671,57699,2.33
18672,57702,3.0
18673,57703,2.0
18674,57707,3.0
18675,57717,3.0
18676,57718,3.0
18677,57719,3.0
18678,57721,2.33
18679,57723,2.33
18680,57724,2.33
18681,57727,3.0
18682,57728,2.33
18683,57730,3.0
18684,57734,2.33
18685,57745,2.33
18686,57747,2.33
18687,57750,2.33
18688,57751,2.33
18689,57752,2.33
18690,57753,3.0
18691,57754,3.0
18692,57756,3.0
18693,57757,3.0
18694,57758,3.0
18695,57760,3.0
18696,57762,2.67
18697,57765,2.33
18698,57766,2.33
18699,57773,3.0
18700,57775,3.0
18701,57778,3.0
18702,57782,2.33
18703,57787,3.0
18704,57789,2.33
18705,57790,2.33
18706,57792,2.33
18707,57795,2.33
18708,57796,2.33
18709,57800,3.0
18710,57802,3.0
18711,57806,3.0
18712,57813,2.33
18713,57819,2.33
18714,57824,2.33
18715,57825,2.0
18716,57826,2.67
18717,57827,2.33
18718,57829,3.0
18719,57837,2.33
18720,57838,2.33
18721,57845,2.33
18722,57847,3.0
18723,57855,2.33
18724,57856,2.33
18725,57858,2.67
18726,57859,2.33
18727,57860,3.0
18728,57861,2.33
18729,57864,3.0
18730,57866,2.33
18731,57867,2.33
18732,57869,3.0
18733,57872,2.33
18734,57874,2.33
18735,57880,2.33
18736,57881,2.33
18737,57882,2.33
18738,57888,2.0
18739,57890,2.0
18740,57891,2.33
18741,57894,3.0
18742,57899,3.0
18743,57901,3.0
18744,57908,2.33
18745,57913,3.0
18746,57914,3.0
18747,57918,2.33
18748,57919,3.0
18749,57928,3.0
18750,57929,3.0
18751,57933,2.33
18752,57937,2.33
18753,57938,3.0
18754,57939,3.0
18755,57940,3.0
18756,57947,2.33
18757,57948,2.0
18758,57951,2.33
18759,57953,3.0
18760,57956,2.33
18761,57958,3.0
18762,57960,3.0
18763,57964,3.0
18764,57969,2.33
18765,57970,3.0
18766,57972,3.0
18767,57978,2.33
18768,57979,3.0
18769,57980,3.0
18770,57981,2.67
18771,57988,3.0
18772,57997,2.33
18773,57999,2.33
18774,58000,2.33
18775,58001,2.33
18776,58006,2.33
18777,58009,3.0
18778,58010,2.33
18779,58013,2.33
18780,58015,3.0
18781,58018,2.33
18782,58022,3.0
18783,58032,2.33
18784,58033,3.0
18785,58037,3.0
18786,58039,2.33
18787,58045,2.33
18788,58046,2.33
18789,58052,3.0
18790,58056,3.0
18791,58059,3.0
18792,58063,2.33
18793,58065,3.0
18794,58066,3.0
18795,58068,3.0
18796,58072,3.0
18797,58075,2.67
18798,58077,2.33
18799,58081,2.67
18800,58086,2.33
18801,58088,2.33
18802,58089,2.0
18803,58093,3.0
18804,58099,3.0
18805,58102,2.33
18806,58103,3.0
18807,58109,3.0
18808,58127,2.33
18809,58130,2.33
18810,58131,3.0
18811,58140,3.0
18812,58142,2.33
18813,58143,3.0
18814,58144,2.33
18815,58145,3.0
18816,58153,2.33
18817,58156,1.33
18818,58157,2.33
18819,58161,2.33
18820,58166,2.33
18821,58167,3.0
18822,58171,3.0
18823,58172,2.0
18824,58177,3.0
18825,58179,2.33
18826,58184,3.0
18827,58185,2.33
18828,58186,2.33
18829,58188,2.67
18830,58191,3.0
18831,58194,3.0
18832,58195,3.0
18833,58196,3.0
18834,58198,2.33
18835,58199,2.33
18836,58200,3.0
18837,58202,3.0
18838,58203,2.33
18839,58207,2.33
18840,58208,3.0
18841,58209,3.0
18842,58210,3.0
18843,58211,3.0
18844,58212,3.0
18845,58213,3.0
18846,58220,2.33
18847,58231,2.33
18848,58235,3.0
18849,58236,3.0
18850,58238,3.0
18851,58240,3.0
18852,58241,2.33
18853,58242,3.0
18854,58243,3.0
18855,58247,2.33
18856,58257,2.33
18857,58258,2.33
18858,58265,3.0
18859,58267,3.0
18860,58268,2.33
18861,58269,2.33
18862,58270,2.67
18863,58273,2.33
18864,58275,3.0
18865,58277,3.0
18866,58278,3.0
18867,58290,2.0
18868,58291,2.33
18869,58294,2.33
18870,58295,2.33
18871,58297,2.33
18872,58307,2.0
18873,58312,3.0
18874,58313,3.0
18875,58314,3.0
18876,58318,2.33
18877,58319,2.33
18878,58320,2.33
18879,58322,2.33
18880,58324,2.0
18881,58325,2.33
18882,58333,2.33
18883,58340,2.33
18884,58342,2.33
18885,58348,3.0
18886,58349,3.0
18887,58352,2.33
18888,58353,3.0
18889,58355,2.67
18890,58357,2.33
18891,58361,2.33
18892,58362,2.67
18893,58363,3.0
18894,58365,3.0
18895,58366,2.33
18896,58367,2.33
18897,58371,3.0
18898,58373,3.0
18899,58374,3.0
18900,58377,2.33
18901,58382,3.0
18902,58386,2.33
18903,58389,1.67
18904,58390,2.33
18905,58391,2.0
18906,58393,3.0
18907,58395,2.33
18908,58397,2.33
18909,58398,3.0
18910,58400,2.33
18911,58402,3.0
18912,58415,2.0
18913,58418,2.33
18914,58422,2.33
18915,58433,2.67
18916,58436,3.0
18917,58443,2.33
18918,58446,2.33
18919,58450,3.0
18920,58452,2.33
18921,58457,2.33
18922,58458,2.33
18923,58463,3.0
18924,58465,3.0
18925,58467,2.0
18926,58469,3.0
18927,58470,3.0
18928,58475,3.0
18929,58478,2.0
18930,58482,3.0
18931,58492,3.0
18932,58496,3.0
18933,58499,3.0
18934,58502,2.33
18935,58507,3.0
18936,58508,2.33
18937,58511,2.33
18938,58513,3.0
18939,58514,3.0
18940,58515,2.0
18941,58516,2.67
18942,58518,2.67
18943,58519,3.0
18944,58521,3.0
18945,58530,2.33
18946,58534,2.33
18947,58535,2.33
18948,58549,3.0
18949,58551,3.0
18950,58554,3.0
18951,58557,2.33
18952,58565,3.0
18953,58571,3.0
18954,58574,3.0
18955,58576,3.0
18956,58579,3.0
18957,58584,3.0
18958,58585,2.0
18959,58589,3.0
18960,58591,3.0
18961,58593,2.33
18962,58598,3.0
18963,58602,2.33
18964,58603,2.33
18965,58604,3.0
18966,58605,3.0
18967,58607,3.0
18968,58608,2.33
18969,58609,3.0
18970,58610,3.0
18971,58611,2.33
18972,58613,2.33
18973,58617,3.0
18974,58621,3.0
18975,58624,2.33
18976,58628,2.33
18977,58629,2.33
18978,58631,2.33
18979,58636,2.33
18980,58639,3.0
18981,58640,3.0
18982,58643,2.33
18983,58645,2.33
18984,58646,2.33
18985,58647,2.33
18986,58649,2.67
18987,58654,2.33
18988,58656,2.33
18989,58661,3.0
18990,58663,2.33
18991,58665,2.33
18992,58666,3.0
18993,58675,3.0
18994,58680,2.33
18995,58682,3.0
18996,58687,3.0
18997,58690,3.0
18998,58694,3.0
18999,58696,2.67
19000,58698,2.33
19001,58699,3.0
19002,58701,2.33
19003,58709,2.33
19004,58712,2.33
19005,58717,2.33
19006,58719,2.33
19007,58722,2.33
19008,58726,2.33
19009,58727,2.0
19010,58728,2.33
19011,58732,2.33
19012,58735,2.33
19013,58741,2.33
19014,58746,2.33
19015,58750,2.0
19016,58758,2.33
19017,58762,3.0
19018,58768,2.33
19019,58770,2.67
19020,58774,3.0
19021,58775,2.33
19022,58777,3.0
19023,58778,2.33
19024,58782,2.33
19025,58785,3.0
19026,58786,2.33
19027,58788,2.33
19028,58802,2.33
19029,58805,2.33
19030,58806,2.33
19031,58807,2.67
19032,58808,2.33
19033,58810,2.33
19034,58811,2.33
19035,58812,1.67
19036,58818,2.33
19037,58819,2.67
19038,58822,2.33
19039,58823,3.0
19040,58824,2.33
19041,58830,2.33
19042,58832,3.0
19043,58834,3.0
19044,58835,2.33
19045,58836,3.0
19046,58838,2.33
19047,58841,3.0
19048,58842,2.33
19049,58848,3.0
19050,58852,3.0
19051,58854,2.33
19052,58860,2.33
19053,58861,2.33
19054,58862,2.33
19055,58865,3.0
19056,58866,2.33
19057,58867,3.0
19058,58874,2.33
19059,58878,2.33
19060,58880,2.33
19061,58894,2.67
19062,58897,2.0
19063,58899,2.67
19064,58901,2.33
19065,58908,2.33
19066,58911,3.0
19067,58912,2.33
19068,58914,2.33
19069,58917,3.0
19070,58919,2.0
19071,58922,3.0
19072,58928,3.0
19073,58929,2.33
19074,58930,2.33
19075,58931,3.0
19076,58932,3.0
19077,58933,2.33
19078,58942,2.33
19079,58943,2.33
19080,58944,2.33
19081,58947,2.67
19082,58950,2.33
19083,58952,2.33
19084,58953,2.33
19085,58954,3.0
19086,58960,3.0
19087,58961,3.0
19088,58964,2.33
19089,58966,2.33
19090,58969,3.0
19091,58977,2.33
19092,58979,2.33
19093,58981,2.33
19094,58985,3.0
19095,58986,2.33
19096,58990,3.0
19097,58994,2.0
19098,58997,3.0
19099,58998,2.33
19100,59001,2.33
19101,59004,2.67
19102,59008,3.0
19103,59016,2.33
19104,59022,2.0
19105,59023,3.0
19106,59030,3.0
19107,59032,2.33
19108,59035,2.33
19109,59044,3.0
19110,59046,3.0
19111,59049,2.33
19112,59054,2.33
19113,59057,3.0
19114,59058,2.33
19115,59061,2.33
19116,59063,3.0
19117,59066,2.33
19118,59067,2.33
19119,59068,3.0
19120,59069,3.0
19121,59070,2.33
19122,59075,2.33
19123,59077,3.0
19124,59078,3.0
19125,59084,2.33
19126,59085,3.0
19127,59087,2.33
19128,59088,2.0
19129,59090,3.0
19130,59091,2.33
19131,59096,2.33
19132,59101,2.0
19133,59103,3.0
19134,59104,2.67
19135,59105,3.0
19136,59106,3.0
19137,59109,3.0
19138,59118,2.33
19139,59119,2.33
19140,59120,2.33
19141,59121,3.0
19142,59122,2.33
19143,59123,2.33
19144,59126,3.0
19145,59129,3.0
19146,59138,3.0
19147,59140,2.33
19148,59144,2.33
19149,59145,2.33
19150,59146,2.33
19151,59147,3.0
19152,59150,2.0
19153,59154,3.0
19154,59156,3.0
19155,59160,3.0
19156,59165,2.33
19157,59172,2.33
19158,59175,3.0
19159,59177,3.0
19160,59179,3.0
19161,59183,2.33
19162,59188,2.33
19163,59193,3.0
19164,59195,2.33
19165,59199,3.0
19166,59207,2.33
19167,59211,3.0
19168,59212,3.0
19169,59213,3.0
19170,59215,3.0
19171,59216,3.0
19172,59222,3.0
19173,59229,3.0
19174,59234,3.0
19175,59242,2.33
19176,59244,2.33
19177,59247,2.33
19178,59249,2.33
19179,59251,2.33
19180,59253,2.33
19181,59254,2.33
19182,59255,2.33
19183,59257,3.0
19184,59258,3.0
19185,59263,3.0
19186,59265,2.33
19187,59266,2.33
19188,59267,3.0
19189,59270,3.0
19190,59271,2.33
19191,59272,2.67
19192,59279,2.33
19193,59281,3.0
19194,59285,2.33
19195,59286,3.0
19196,59291,3.0
19197,59295,2.33
19198,59300,2.33
19199,59301,2.33
19200,59305,2.33
19201,59309,3.0
19202,59310,3.0
19203,59316,3.0
19204,59320,2.0
19205,59323,3.0
19206,59324,2.33
19207,59328,2.33
19208,59330,2.67
19209,59331,2.33
19210,59333,2.33
19211,59335,2.33
19212,59339,3.0
19213,59355,2.33
19214,59375,3.0
19215,59377,3.0
19216,59382,2.33
19217,59384,2.33
19218,59387,2.33
19219,59390,2.33
19220,59393,2.33
19221,59396,3.0
19222,59398,2.67
19223,59403,2.67
19224,59406,3.0
19225,59412,2.33
19226,59414,2.33
19227,59416,3.0
19228,59417,3.0
19229,59418,2.33
19230,59421,3.0
19231,59422,2.33
19232,59428,2.0
19233,59429,2.33
19234,59435,2.33
19235,59437,2.33
19236,59438,2.33
19237,59441,2.67
19238,59442,3.0
19239,59445,2.67
19240,59448,3.0
19241,59451,3.0
19242,59452,3.0
19243,59453,3.0
19244,59454,3.0
19245,59464,2.33
19246,59467,3.0
19247,59468,2.33
19248,59470,3.0
19249,59474,2.67
19250,59475,3.0
19251,59478,3.0
19252,59480,3.0
19253,59482,3.0
19254,59485,3.0
19255,59488,3.0
19256,59498,3.0
19257,59500,3.0
19258,59503,3.0
19259,59504,3.0
19260,59505,2.33
19261,59507,3.0
19262,59509,2.33
19263,59514,2.33
19264,59520,2.67
19265,59523,2.33
19266,59529,3.0
19267,59533,2.33
19268,59537,2.33
19269,59539,2.33
19270,59540,2.33
19271,59541,2.33
19272,59544,2.0
19273,59547,3.0
19274,59549,2.33
19275,59550,2.33
19276,59551,3.0
19277,59553,3.0
19278,59554,2.33
19279,59557,3.0
19280,59558,3.0
19281,59560,2.0
19282,59564,2.33
19283,59569,2.0
19284,59570,2.33
19285,59571,2.33
19286,59574,2.33
19287,59577,2.33
19288,59578,2.0
19289,59580,2.33
19290,59581,3.0
19291,59587,2.67
19292,59589,3.0
19293,59592,3.0
19294,59593,3.0
19295,59594,3.0
19296,59595,3.0
19297,59598,2.67
19298,59599,3.0
19299,59602,3.0
19300,59604,3.0
19301,59617,2.33
19302,59618,3.0
19303,59619,2.33
19304,59620,3.0
19305,59622,3.0
19306,59626,3.0
19307,59631,3.0
19308,59634,2.67
19309,59639,2.33
19310,59644,2.33
19311,59646,3.0
19312,59650,2.0
19313,59658,2.33
19314,59659,2.33
19315,59662,3.0
19316,59665,3.0
19317,59666,3.0
19318,59670,3.0
19319,59674,3.0
19320,59675,2.0
19321,59677,3.0
19322,59678,2.33
19323,59679,2.0
19324,59682,3.0
19325,59683,3.0
19326,59688,3.0
19327,59690,3.0
19328,59692,2.33
19329,59699,3.0
19330,59701,3.0
19331,59708,3.0
19332,59709,2.33
19333,59710,2.33
19334,59711,2.33
19335,59713,3.0
19336,59717,2.0
19337,59721,3.0
19338,59724,2.33
19339,59725,2.33
19340,59732,2.0
19341,59744,2.33
19342,59747,3.0
19343,59751,3.0
19344,59756,2.33
19345,59759,3.0
19346,59761,3.0
19347,59766,2.33
19348,59771,2.33
19349,59774,2.67
19350,59779,3.0
19351,59781,3.0
19352,59786,3.0
19353,59787,3.0
19354,59792,3.0
19355,59793,2.33
19356,59796,3.0
19357,59799,2.0
19358,59802,2.33
19359,59816,2.33
19360,59818,3.0
19361,59821,2.0
19362,59822,3.0
19363,59823,2.33
19364,59824,2.0
19365,59827,3.0
19366,59829,3.0
19367,59832,2.33
19368,59835,3.0
19369,59836,2.33
19370,59837,2.33
19371,59838,3.0
19372,59839,3.0
19373,59840,2.33
19374,59842,3.0
19375,59843,3.0
19376,59850,3.0
19377,59855,3.0
19378,59859,3.0
19379,59860,2.33
19380,59862,3.0
19381,59863,2.33
19382,59866,2.33
19383,59869,3.0
19384,59873,3.0
19385,59875,3.0
19386,59877,3.0
19387,59879,2.33
19388,59882,2.33
19389,59883,3.0
19390,59889,2.33
19391,59893,2.33
19392,59894,2.67
19393,59895,3.0
19394,59902,2.33
19395,59903,2.33
19396,59904,3.0
19397,59908,3.0
19398,59917,3.0
19399,59919,3.0
19400,59926,2.0
19401,59928,3.0
19402,59934,3.0
19403,59938,3.0
19404,59939,3.0
19405,59943,3.0
19406,59949,2.33
19407,59951,2.33
19408,59952,2.33
19409,59953,3.0
19410,59954,2.33
19411,59960,3.0
19412,59962,2.33
19413,59964,3.0
19414,59965,2.33
19415,59970,2.33
19416,59972,3.0
19417,59979,2.33
19418,59982,2.33
19419,59984,3.0
19420,59988,2.33
19421,59991,2.33
19422,59995,3.0
19423,59997,3.0
19424,60001,2.33
19425,60002,3.0
19426,60003,2.33
19427,60005,3.0
19428,60006,2.33
19429,60008,2.33
19430,60009,2.33
19431,60013,2.67
19432,60020,3.0
19433,60023,3.0
19434,60028,3.0
19435,60031,3.0
19436,60032,3.0
19437,60034,3.0
19438,60037,2.33
19439,60039,2.67
19440,60041,2.33
19441,60042,2.67
19442,60043,2.0
19443,60057,3.0
19444,60070,2.33
19445,60072,3.0
19446,60075,2.33
19447,60080,3.0
19448,60086,2.67
19449,60089,2.67
19450,60095,2.33
19451,60097,2.33
19452,60101,2.33
19453,60103,2.33
19454,60106,2.33
19455,60107,3.0
19456,60108,2.33
19457,60110,2.33
19458,60114,3.0
19459,60121,3.0
19460,60123,3.0
19461,60126,3.0
19462,60130,2.33
19463,60131,3.0
19464,60132,3.0
19465,60134,2.33
19466,60135,2.33
19467,60140,2.33
19468,60142,2.33
19469,60144,3.0
19470,60147,1.67
19471,60157,3.0
19472,60158,2.33
19473,60159,2.33
19474,60160,3.0
19475,60165,2.0
19476,60170,2.67
19477,60180,2.0
19478,60185,2.33
19479,60186,2.0
19480,60188,3.0
19481,60189,2.33
19482,60194,2.67
19483,60195,3.0
19484,60196,1.67
19485,60197,3.0
19486,60204,2.33
19487,60208,2.33
19488,60210,2.33
19489,60211,2.0
19490,60223,2.33
19491,60225,2.33
19492,60226,2.33
19493,60227,2.33
19494,60228,3.0
19495,60230,2.33
19496,60231,3.0
19497,60238,3.0
19498,60240,1.67
19499,60242,2.0
19500,60246,2.0
19501,60247,2.67
19502,60256,3.0
19503,60261,3.0
19504,60262,2.0
19505,60265,2.33
19506,60267,3.0
19507,60270,3.0
19508,60271,3.0
19509,60272,3.0
19510,60281,2.33
19511,60284,3.0
19512,60285,3.0
19513,60290,3.0
19514,60292,2.33
19515,60294,2.33
19516,60306,3.0
19517,60307,2.33
19518,60309,1.67
19519,60310,2.0
19520,60313,3.0
19521,60315,3.0
19522,60318,3.0
19523,60321,3.0
19524,60325,3.0
19525,60326,2.33
19526,60328,2.33
19527,60334,3.0
19528,60338,2.33
19529,60343,3.0
19530,60348,3.0
19531,60351,2.33
19532,60352,3.0
19533,60354,2.33
19534,60355,2.33
19535,60361,3.0
19536,60364,3.0
19537,60368,3.0
19538,60374,2.33
19539,60378,2.33
19540,60379,3.0
19541,60380,3.0
19542,60381,2.33
19543,60382,2.33
19544,60385,2.33
19545,60387,3.0
19546,60388,3.0
19547,60390,2.33
19548,60398,3.0
19549,60399,3.0
19550,60409,2.0
19551,60412,3.0
19552,60415,3.0
19553,60416,3.0
19554,60418,3.0
19555,60420,2.33
19556,60424,2.33
19557,60428,2.33
19558,60430,2.0
19559,60434,2.33
19560,60435,2.67
19561,60438,3.0
